,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
7771,572061,22355,CHARLOTTE BAG SUKI DESIGN,10,20-10-2011 12:53,0.85,12474,Germany,8.5
7772,572061,22551,PLASTERS IN TIN SPACEBOY,12,20-10-2011 12:53,1.65,12474,Germany,19.8
7773,572061,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,20-10-2011 12:53,3.75,12474,Germany,15.0
7774,572061,22750,FELTCRAFT PRINCESS LOLA DOLL,4,20-10-2011 12:53,3.75,12474,Germany,15.0
7775,572061,21988,PACK OF 6 SKULL PAPER PLATES,12,20-10-2011 12:53,0.85,12474,Germany,10.2
7776,572061,21094,SET/6 RED SPOTTY PAPER PLATES,24,20-10-2011 12:53,0.85,12474,Germany,20.4
7777,572061,23388,WOODLAND MINI BACKPACK,4,20-10-2011 12:53,4.15,12474,Germany,16.6
7778,572061,22467,GUMBALL COAT RACK,24,20-10-2011 12:53,2.55,12474,Germany,61.2
7779,572061,23392,SPACEBOY ROCKET LOLLY MAKERS,12,20-10-2011 12:53,2.08,12474,Germany,24.96
7780,572061,21881,CUTE CATS TAPE,12,20-10-2011 12:53,0.65,12474,Germany,7.8
7781,572061,21883,STARS GIFT TAPE ,12,20-10-2011 12:53,0.65,12474,Germany,7.8
7782,572061,22817,CARD SUKI BIRTHDAY,12,20-10-2011 12:53,0.42,12474,Germany,5.04
7783,572061,16161U,WRAP SUKI AND FRIENDS,25,20-10-2011 12:53,0.42,12474,Germany,10.5
7784,572061,22045,SPACEBOY GIFT WRAP,25,20-10-2011 12:53,0.42,12474,Germany,10.5
7785,572061,22556,PLASTERS IN TIN CIRCUS PARADE ,12,20-10-2011 12:53,1.65,12474,Germany,19.8
7786,572061,22704,WRAP RED APPLES ,25,20-10-2011 12:53,0.42,12474,Germany,10.5
7787,572061,23389,SPACEBOY MINI BACKPACK,4,20-10-2011 12:53,4.15,12474,Germany,16.6
7788,572061,22274,FELTCRAFT DOLL EMILY,6,20-10-2011 12:53,2.95,12474,Germany,17.7
7789,572061,23506,MINI PLAYING CARDS SPACEBOY ,20,20-10-2011 12:53,0.42,12474,Germany,8.4
7790,572061,23510,MINI PLAYING CARDS GYMKHANA,20,20-10-2011 12:53,0.42,12474,Germany,8.4
7791,572061,22332,SKULLS PARTY BAG + STICKER SET,8,20-10-2011 12:53,1.65,12474,Germany,13.2
7792,572061,22331,WOODLAND PARTY BAG + STICKER SET,8,20-10-2011 12:53,1.65,12474,Germany,13.2
7793,572061,21989,PACK OF 20 SKULL PAPER NAPKINS,12,20-10-2011 12:53,0.85,12474,Germany,10.2
7794,572061,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,20-10-2011 12:53,0.85,12474,Germany,10.2
7795,572061,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,20-10-2011 12:53,1.25,12474,Germany,30.0
7796,572061,22568,FELTCRAFT CUSHION OWL,4,20-10-2011 12:53,3.75,12474,Germany,15.0
7797,572061,22147,FELTCRAFT BUTTERFLY HEARTS,12,20-10-2011 12:53,1.45,12474,Germany,17.4
7798,572061,22150,3 STRIPEY MICE FELTCRAFT,6,20-10-2011 12:53,1.95,12474,Germany,11.7
7799,572061,22489,PACK OF 12 TRADITIONAL CRAYONS,24,20-10-2011 12:53,0.42,12474,Germany,10.08
7800,572061,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,20-10-2011 12:53,1.65,12474,Germany,19.8
7801,572061,21914,BLUE HARMONICA IN BOX ,12,20-10-2011 12:53,1.25,12474,Germany,15.0
7802,572061,21915,RED  HARMONICA IN BOX ,12,20-10-2011 12:53,1.25,12474,Germany,15.0
7803,572061,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,20-10-2011 12:53,3.75,12474,Germany,15.0
7804,572061,POST,POSTAGE,2,20-10-2011 12:53,18.0,12474,Germany,36.0
7805,572061,22423,REGENCY CAKESTAND 3 TIER,1,20-10-2011 12:53,12.75,12474,Germany,12.75
7806,572061,21209,MULTICOLOUR HONEYCOMB FAN,12,20-10-2011 12:53,0.39,12474,Germany,4.68
7807,572061,21207,SKULL AND CROSSBONES  GARLAND ,12,20-10-2011 12:53,1.65,12474,Germany,19.8
7808,572061,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,20-10-2011 12:53,1.65,12474,Germany,19.8
7809,572061,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,20-10-2011 12:53,2.95,12474,Germany,17.7
7810,572061,22246,MAGIC GARDEN FELT GARLAND ,12,20-10-2011 12:53,1.95,12474,Germany,23.4
7811,572061,22779,WOODEN OWLS LIGHT GARLAND ,4,20-10-2011 12:53,4.25,12474,Germany,17.0
7812,572061,22780,LIGHT GARLAND BUTTERFILES PINK,4,20-10-2011 12:53,4.25,12474,Germany,17.0
7813,572061,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,20-10-2011 12:53,1.25,12474,Germany,15.0
7814,572061,22629,SPACEBOY LUNCH BOX ,12,20-10-2011 12:53,1.95,12474,Germany,23.4
7815,572134,23395,BELLE JARDINIERE CUSHION COVER,44,21-10-2011 10:13,3.75,12500,Germany,165.0
7816,572134,23396,LE JARDIN BOTANIQUE CUSHION COVER,44,21-10-2011 10:13,3.75,12500,Germany,165.0
7817,572134,23427,STOOL HOME SWEET HOME ,60,21-10-2011 10:13,10.4,12500,Germany,624.0
7818,572134,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,21-10-2011 10:13,21.95,12500,Germany,21.95
7819,572134,23406,HOME SWEET HOME KEY HOLDER,2,21-10-2011 10:13,6.25,12500,Germany,12.5
7820,572134,22625,RED KITCHEN SCALES,2,21-10-2011 10:13,8.5,12500,Germany,17.0
7821,572134,23360,SET 8 CANDLES VINTAGE DOILY,12,21-10-2011 10:13,1.95,12500,Germany,23.4
7822,572134,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,21-10-2011 10:13,1.25,12500,Germany,15.0
7823,572134,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,21-10-2011 10:13,1.25,12500,Germany,15.0
7824,572134,22452,MEASURING TAPE BABUSHKA PINK,6,21-10-2011 10:13,2.95,12500,Germany,17.7
7825,572134,22446,PIN CUSHION BABUSHKA PINK,6,21-10-2011 10:13,3.35,12500,Germany,20.1
7826,572241,21481,FAWN BLUE HOT WATER BOTTLE,4,21-10-2011 15:20,3.75,12712,Germany,15.0
7827,572241,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,21-10-2011 15:20,4.25,12712,Germany,17.0
7828,572241,22865,HAND WARMER OWL DESIGN,12,21-10-2011 15:20,2.1,12712,Germany,25.2
7829,572241,22867,HAND WARMER BIRD DESIGN,12,21-10-2011 15:20,2.1,12712,Germany,25.2
7830,572241,22834,HAND WARMER BABUSHKA DESIGN,12,21-10-2011 15:20,2.1,12712,Germany,25.2
7831,572241,15056BL,EDWARDIAN PARASOL BLACK,6,21-10-2011 15:20,5.95,12712,Germany,35.7
7832,572241,15056N,EDWARDIAN PARASOL NATURAL,6,21-10-2011 15:20,5.95,12712,Germany,35.7
7833,572241,15056P,EDWARDIAN PARASOL PINK,6,21-10-2011 15:20,5.95,12712,Germany,35.7
7834,572241,85054,FRENCH ENAMEL POT W LID,6,21-10-2011 15:20,2.95,12712,Germany,17.7
7835,572241,POST,POSTAGE,1,21-10-2011 15:20,18.0,12712,Germany,18.0
7836,C572275,22423,REGENCY CAKESTAND 3 TIER,-1,23-10-2011 09:42,12.75,12572,Germany,-12.75
7837,C572275,71279,PINK GLASS CANDLEHOLDER,-1,23-10-2011 09:42,2.95,12572,Germany,-2.95
7838,C572488,22972,CHILDREN'S SPACEBOY MUG,-1,24-10-2011 13:57,1.65,12474,Germany,-1.65
7839,C572488,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,24-10-2011 13:57,1.65,12474,Germany,-19.8
7840,C572488,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2,24-10-2011 13:57,8.5,12474,Germany,-17.0
7841,572559,23104,IVORY CAFE HANGING LAMP ,2,25-10-2011 08:44,12.5,12476,Germany,25.0
7842,572559,23356,LOVE HOT WATER BOTTLE,6,25-10-2011 08:44,5.95,12476,Germany,35.7
7843,572559,22966,GINGERBREAD MAN COOKIE CUTTER,12,25-10-2011 08:44,1.25,12476,Germany,15.0
7844,572559,22489,PACK OF 12 TRADITIONAL CRAYONS,24,25-10-2011 08:44,0.42,12476,Germany,10.08
7845,572559,23571,TRADITIONAL NAUGHTS & CROSSES,12,25-10-2011 08:44,1.65,12476,Germany,19.8
7846,572559,22992,REVOLVER WOODEN RULER ,12,25-10-2011 08:44,1.95,12476,Germany,23.4
7847,572559,23506,MINI PLAYING CARDS SPACEBOY ,20,25-10-2011 08:44,0.42,12476,Germany,8.4
7848,572559,22620,4 TRADITIONAL SPINNING TOPS,12,25-10-2011 08:44,1.45,12476,Germany,17.4
7849,572559,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,25-10-2011 08:44,0.83,12476,Germany,9.96
7850,572559,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,25-10-2011 08:44,0.55,12476,Germany,13.2
7851,572559,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,25-10-2011 08:44,2.89,12476,Germany,34.68
7852,572559,23157,SET OF 6 NATIVITY MAGNETS ,12,25-10-2011 08:44,2.08,12476,Germany,24.96
7853,572559,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,25-10-2011 08:44,2.49,12476,Germany,29.88
7854,572559,23349,ROLL WRAP VINTAGE CHRISTMAS,12,25-10-2011 08:44,1.25,12476,Germany,15.0
7855,572559,23350,ROLL WRAP VINTAGE SPOT ,12,25-10-2011 08:44,1.25,12476,Germany,15.0
7856,572559,23351,ROLL WRAP 50'S CHRISTMAS,12,25-10-2011 08:44,1.25,12476,Germany,15.0
7857,572559,23344,JUMBO BAG 50'S CHRISTMAS ,10,25-10-2011 08:44,2.08,12476,Germany,20.8
7858,572559,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,25-10-2011 08:44,1.25,12476,Germany,15.0
7859,572559,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,25-10-2011 08:44,0.83,12476,Germany,9.96
7860,572559,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,25-10-2011 08:44,2.95,12476,Germany,35.4
7861,572559,23319,BOX OF 6 MINI 50'S CRACKERS,12,25-10-2011 08:44,2.49,12476,Germany,29.88
7862,572559,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,25-10-2011 08:44,0.42,12476,Germany,10.08
7863,572559,22781,GUMBALL MAGAZINE RACK,2,25-10-2011 08:44,7.65,12476,Germany,15.3
7864,572560,POST,POSTAGE,8,25-10-2011 08:45,18.0,12476,Germany,144.0
7865,572560,48184,DOORMAT ENGLISH ROSE ,6,25-10-2011 08:45,8.25,12476,Germany,49.5
7866,572560,22691,DOORMAT WELCOME SUNRISE,6,25-10-2011 08:45,8.25,12476,Germany,49.5
7867,572560,22660,DOORMAT I LOVE LONDON,4,25-10-2011 08:45,8.25,12476,Germany,33.0
7868,572560,22555,PLASTERS IN TIN STRONGMAN,36,25-10-2011 08:45,1.65,12476,Germany,59.4
7869,572560,22556,PLASTERS IN TIN CIRCUS PARADE ,36,25-10-2011 08:45,1.65,12476,Germany,59.4
7870,572560,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,12,25-10-2011 08:45,3.39,12476,Germany,40.68
7871,572560,22627,MINT KITCHEN SCALES,4,25-10-2011 08:45,8.5,12476,Germany,34.0
7872,572560,22624,IVORY KITCHEN SCALES,4,25-10-2011 08:45,8.5,12476,Germany,34.0
7873,572560,22847,BREAD BIN DINER STYLE IVORY,8,25-10-2011 08:45,14.95,12476,Germany,119.6
7874,572560,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,25-10-2011 08:45,2.1,12476,Germany,25.2
7875,572894,22624,IVORY KITCHEN SCALES,2,26-10-2011 14:39,8.5,12569,Germany,17.0
7876,572894,22625,RED KITCHEN SCALES,2,26-10-2011 14:39,8.5,12569,Germany,17.0
7877,572894,POST,POSTAGE,1,26-10-2011 14:39,18.0,12569,Germany,18.0
7878,572895,22776,SWEETHEART 3 TIER CAKE STAND ,3,26-10-2011 14:39,9.95,12569,Germany,29.85
7879,572895,22135,MINI LADLE LOVE HEART PINK,12,26-10-2011 14:39,0.42,12569,Germany,5.04
7880,572895,22223,CAKE PLATE LOVEBIRD PINK,3,26-10-2011 14:39,4.95,12569,Germany,14.85
7881,572895,POST,POSTAGE,1,26-10-2011 14:39,18.0,12569,Germany,18.0
7882,C573037,23245,SET OF 3 REGENCY CAKE TINS,-3,27-10-2011 13:45,4.95,12471,Germany,-14.85
7883,C573037,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,-3,27-10-2011 13:45,0.65,12471,Germany,-1.95
7884,C573037,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-6,27-10-2011 13:45,1.45,12471,Germany,-8.7
7885,C573037,21232,STRAWBERRY CERAMIC TRINKET POT,-2,27-10-2011 13:45,1.25,12471,Germany,-2.5
7886,C573037,23294,SET OF 6 SNACK LOAF BAKING CASES,-1,27-10-2011 13:45,0.83,12471,Germany,-0.83
7887,C573037,23238,SET OF 4 KNICK KNACK TINS LONDON ,-2,27-10-2011 13:45,4.15,12471,Germany,-8.3
7888,C573037,22423,REGENCY CAKESTAND 3 TIER,-11,27-10-2011 13:45,10.95,12471,Germany,-120.45
7889,C573037,23198,PANTRY MAGNETIC  SHOPPING LIST,-13,27-10-2011 13:45,1.45,12471,Germany,-18.85
7890,573106,21249,WOODLAND  HEIGHT CHART STICKERS ,12,27-10-2011 15:05,2.95,12626,Germany,35.4
7891,573106,22736,RIBBON REEL MAKING SNOWMEN ,10,27-10-2011 15:05,1.65,12626,Germany,16.5
7892,573106,22738,RIBBON REEL SNOWY VILLAGE,10,27-10-2011 15:05,1.65,12626,Germany,16.5
7893,573106,22593,CHRISTMAS GINGHAM STAR,12,27-10-2011 15:05,0.85,12626,Germany,10.2
7894,573106,22594,CHRISTMAS GINGHAM TREE,12,27-10-2011 15:05,0.85,12626,Germany,10.2
7895,573106,22571,ROCKING HORSE RED CHRISTMAS ,12,27-10-2011 15:05,0.85,12626,Germany,10.2
7896,573106,22572,ROCKING HORSE GREEN CHRISTMAS ,12,27-10-2011 15:05,0.85,12626,Germany,10.2
7897,573106,23476,WOODLAND LARGE RED FELT HEART,12,27-10-2011 15:05,1.25,12626,Germany,15.0
7898,573106,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,27-10-2011 15:05,3.75,12626,Germany,30.0
7899,573106,23474,WOODLAND SMALL BLUE FELT HEART,12,27-10-2011 15:05,0.83,12626,Germany,9.96
7900,573106,23571,TRADITIONAL NAUGHTS & CROSSES,12,27-10-2011 15:05,1.65,12626,Germany,19.8
7901,573106,23570,TRADITIONAL PICK UP STICKS GAME ,12,27-10-2011 15:05,1.25,12626,Germany,15.0
7902,573106,POST,POSTAGE,1,27-10-2011 15:05,18.0,12626,Germany,18.0
7903,573136,22727,ALARM CLOCK BAKELIKE RED ,8,27-10-2011 17:00,3.75,12709,Germany,30.0
7904,573136,20979,36 PENCILS TUBE RED RETROSPOT,16,27-10-2011 17:00,1.25,12709,Germany,20.0
7905,573136,22625,RED KITCHEN SCALES,4,27-10-2011 17:00,8.5,12709,Germany,34.0
7906,573136,23213,STAR WREATH DECORATION WITH BELL,12,27-10-2011 17:00,1.25,12709,Germany,15.0
7907,573136,21916,SET 12 RETRO WHITE CHALK STICKS,24,27-10-2011 17:00,0.42,12709,Germany,10.08
7908,573136,22423,REGENCY CAKESTAND 3 TIER,5,27-10-2011 17:00,12.75,12709,Germany,63.75
7909,573136,23210,WHITE ROCKING HORSE HAND PAINTED,24,27-10-2011 17:00,1.25,12709,Germany,30.0
7910,573136,23212,HEART WREATH DECORATION WITH BELL,12,27-10-2011 17:00,1.25,12709,Germany,15.0
7911,573136,21485,RETROSPOT HEART HOT WATER BOTTLE,3,27-10-2011 17:00,4.95,12709,Germany,14.85
7912,573136,POST,POSTAGE,2,27-10-2011 17:00,18.0,12709,Germany,36.0
7913,C573187,22627,MINT KITCHEN SCALES,-1,28-10-2011 11:38,8.5,12709,Germany,-8.5
7914,573284,22571,ROCKING HORSE RED CHRISTMAS ,12,28-10-2011 14:27,0.85,13812,Germany,10.2
7915,573284,22625,RED KITCHEN SCALES,2,28-10-2011 14:27,8.5,13812,Germany,17.0
7916,573284,23247,BISCUIT TIN 50'S CHRISTMAS,6,28-10-2011 14:27,2.89,13812,Germany,17.34
7917,573284,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,28-10-2011 14:27,0.29,13812,Germany,6.96
7918,573284,84946,ANTIQUE SILVER T-LIGHT GLASS,12,28-10-2011 14:27,1.25,13812,Germany,15.0
7919,573284,23515,EMBROIDERED RIBBON REEL DAISY ,6,28-10-2011 14:27,2.08,13812,Germany,12.48
7920,573284,22077,6 RIBBONS RUSTIC CHARM,12,28-10-2011 14:27,1.95,13812,Germany,23.4
7921,573284,POST,POSTAGE,1,28-10-2011 14:27,18.0,13812,Germany,18.0
7922,573289,23245,SET OF 3 REGENCY CAKE TINS,4,28-10-2011 14:44,4.95,12705,Germany,19.8
7923,573289,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,28-10-2011 14:44,0.55,12705,Germany,13.2
7924,573289,20712,JUMBO BAG WOODLAND ANIMALS,20,28-10-2011 14:44,2.08,12705,Germany,41.6
7925,573289,21931,JUMBO STORAGE BAG SUKI,10,28-10-2011 14:44,2.08,12705,Germany,20.8
7926,573289,23356,LOVE HOT WATER BOTTLE,3,28-10-2011 14:44,5.95,12705,Germany,17.85
7927,573289,23358,HOT STUFF HOT WATER BOTTLE,6,28-10-2011 14:44,3.75,12705,Germany,22.5
7928,573289,20719,WOODLAND CHARLOTTE BAG,10,28-10-2011 14:44,0.85,12705,Germany,8.5
7929,573289,23204,CHARLOTTE BAG APPLES DESIGN,10,28-10-2011 14:44,0.85,12705,Germany,8.5
7930,573289,22356,CHARLOTTE BAG PINK POLKADOT,10,28-10-2011 14:44,0.85,12705,Germany,8.5
7931,573289,21429,RED GINGHAM ROSE JEWELLERY BOX,8,28-10-2011 14:44,1.95,12705,Germany,15.6
7932,573289,23118,PARISIENNE JEWELLERY DRAWER ,4,28-10-2011 14:44,7.5,12705,Germany,30.0
7933,573289,84600,NEW BAROQUE JEWELLERY BOX ,2,28-10-2011 14:44,7.95,12705,Germany,15.9
7934,573289,21787,RAIN PONCHO RETROSPOT,24,28-10-2011 14:44,0.85,12705,Germany,20.4
7935,573289,22113,GREY HEART HOT WATER BOTTLE,12,28-10-2011 14:44,4.25,12705,Germany,51.0
7936,573289,21481,FAWN BLUE HOT WATER BOTTLE,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7937,573289,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,28-10-2011 14:44,4.25,12705,Germany,17.0
7938,573289,22423,REGENCY CAKESTAND 3 TIER,8,28-10-2011 14:44,12.75,12705,Germany,102.0
7939,573289,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7940,573289,23173,REGENCY TEAPOT ROSES ,2,28-10-2011 14:44,9.95,12705,Germany,19.9
7941,573289,22865,HAND WARMER OWL DESIGN,12,28-10-2011 14:44,2.1,12705,Germany,25.2
7942,573289,22505,MEMO BOARD COTTAGE DESIGN,4,28-10-2011 14:44,4.95,12705,Germany,19.8
7943,573289,23375,50'S CHRISTMAS PAPER GIFT BAG,10,28-10-2011 14:44,0.82,12705,Germany,8.2
7944,573289,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7945,573289,16169E,WRAP 50'S  CHRISTMAS,25,28-10-2011 14:44,0.42,12705,Germany,10.5
7946,573289,22704,WRAP RED APPLES ,25,28-10-2011 14:44,0.42,12705,Germany,10.5
7947,573289,22986,WRAP GINGHAM ROSE ,25,28-10-2011 14:44,0.42,12705,Germany,10.5
7948,573289,23545,WRAP RED VINTAGE DOILY,25,28-10-2011 14:44,0.42,12705,Germany,10.5
7949,573289,22076,6 RIBBONS EMPIRE  ,12,28-10-2011 14:44,1.65,12705,Germany,19.8
7950,573289,22077,6 RIBBONS RUSTIC CHARM,12,28-10-2011 14:44,1.95,12705,Germany,23.4
7951,573289,85049E,SCANDINAVIAN REDS RIBBONS,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7952,573289,85049C,ROMANTIC PINKS RIBBONS ,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7953,573289,85049G,CHOCOLATE BOX RIBBONS ,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7954,573289,85049H,URBAN BLACK RIBBONS ,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7955,573289,POST,POSTAGE,4,28-10-2011 14:44,18.0,12705,Germany,72.0
7956,573289,23566,EGG CUP MILKMAID HEIDI,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7957,573289,23564,EGG CUP MILKMAID INGRID,12,28-10-2011 14:44,1.25,12705,Germany,15.0
7958,573289,23459,DOLLY CABINET 2 DRAWERS ,2,28-10-2011 14:44,12.5,12705,Germany,25.0
7959,573289,22728,ALARM CLOCK BAKELIKE PINK,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7960,573289,22730,ALARM CLOCK BAKELIKE IVORY,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7961,573289,22727,ALARM CLOCK BAKELIKE RED ,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7962,573289,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7963,573289,22726,ALARM CLOCK BAKELIKE GREEN,8,28-10-2011 14:44,3.75,12705,Germany,30.0
7964,573417,16016,LARGE CHINESE STYLE SCISSOR,10,31-10-2011 08:56,0.85,12581,Germany,8.5
7965,573417,16169E,WRAP 50'S  CHRISTMAS,25,31-10-2011 08:56,0.42,12581,Germany,10.5
7966,573417,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,31-10-2011 08:56,0.79,12581,Germany,7.9
7967,573417,23263,SET OF 3 WOODEN HEART DECORATIONS,12,31-10-2011 08:56,1.25,12581,Germany,15.0
7968,573417,23266,SET OF 3 WOODEN STOCKING DECORATION,12,31-10-2011 08:56,1.25,12581,Germany,15.0
7969,573417,23265,SET OF 3 WOODEN TREE DECORATIONS,12,31-10-2011 08:56,1.25,12581,Germany,15.0
7970,573417,23414,ZINC BOX SIGN HOME,1,31-10-2011 08:56,9.95,12581,Germany,9.95
7971,573417,23090,VINTAGE GLASS T-LIGHT HOLDER,12,31-10-2011 08:56,0.83,12581,Germany,9.96
7972,573417,23037,CANDLE HOLDER SILVER MADELINE,12,31-10-2011 08:56,1.65,12581,Germany,19.8
7973,573417,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,31-10-2011 08:56,2.95,12581,Germany,17.7
7974,573417,84836,ZINC METAL HEART DECORATION,12,31-10-2011 08:56,1.25,12581,Germany,15.0
7975,573417,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,31-10-2011 08:56,0.85,12581,Germany,10.2
7976,573417,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,31-10-2011 08:56,1.25,12581,Germany,15.0
7977,573417,22908,PACK OF 20 NAPKINS RED APPLES,12,31-10-2011 08:56,0.85,12581,Germany,10.2
7978,573417,POST,POSTAGE,1,31-10-2011 08:56,18.0,12581,Germany,18.0
7979,573424,21986,PACK OF 12 PINK POLKADOT TISSUES,144,31-10-2011 10:05,0.39,12720,Germany,56.16
7980,573424,85099B,JUMBO BAG RED RETROSPOT,10,31-10-2011 10:05,2.08,12720,Germany,20.8
7981,573430,23569,TRADTIONAL ALPHABET STAMP SET,4,31-10-2011 10:38,4.95,13813,Germany,19.8
7982,573430,22189,CREAM HEART CARD HOLDER,8,31-10-2011 10:38,3.95,13813,Germany,31.6
7983,573430,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,31-10-2011 10:38,1.45,13813,Germany,17.4
7984,573430,23035,DRAWER KNOB CERAMIC IVORY,6,31-10-2011 10:38,1.45,13813,Germany,8.7
7985,573430,23247,BISCUIT TIN 50'S CHRISTMAS,6,31-10-2011 10:38,2.89,13813,Germany,17.34
7986,573430,21217,RED RETROSPOT ROUND CAKE TINS,2,31-10-2011 10:38,9.95,13813,Germany,19.9
7987,573430,85014B,RED RETROSPOT UMBRELLA,3,31-10-2011 10:38,5.95,13813,Germany,17.85
7988,573430,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,31-10-2011 10:38,1.65,13813,Germany,19.8
7989,573430,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,31-10-2011 10:38,4.95,13813,Germany,19.8
7990,573430,22505,MEMO BOARD COTTAGE DESIGN,4,31-10-2011 10:38,4.95,13813,Germany,19.8
7991,573430,22507,MEMO BOARD RETROSPOT  DESIGN,4,31-10-2011 10:38,4.95,13813,Germany,19.8
7992,573430,22333,RETROSPOT PARTY BAG + STICKER SET,8,31-10-2011 10:38,1.65,13813,Germany,13.2
7993,573430,22138,BAKING SET 9 PIECE RETROSPOT ,3,31-10-2011 10:38,4.95,13813,Germany,14.85
7994,573430,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,31-10-2011 10:38,4.95,13813,Germany,14.85
7995,573430,21880,RED RETROSPOT TAPE,12,31-10-2011 10:38,0.65,13813,Germany,7.8
7996,573430,85053,FRENCH ENAMEL CANDLEHOLDER,6,31-10-2011 10:38,2.1,13813,Germany,12.6
7997,573430,20679,EDWARDIAN PARASOL RED,3,31-10-2011 10:38,5.95,13813,Germany,17.85
7998,573430,15056BL,EDWARDIAN PARASOL BLACK,6,31-10-2011 10:38,5.95,13813,Germany,35.7
7999,573430,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,31-10-2011 10:38,4.15,13813,Germany,24.9
8000,573430,POST,POSTAGE,3,31-10-2011 10:38,18.0,13813,Germany,54.0
8001,573629,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,31-10-2011 15:30,0.79,12522,Germany,14.22
8002,573629,22163,HEART STRING MEMO HOLDER HANGING,24,31-10-2011 15:30,0.79,12522,Germany,18.96
8003,573629,22508,DOORSTOP RETROSPOT HEART,4,31-10-2011 15:30,3.75,12522,Germany,15.0
8004,573629,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,31-10-2011 15:30,2.89,12522,Germany,17.34
8005,573629,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,31-10-2011 15:30,1.65,12522,Germany,19.8
8006,573629,POST,POSTAGE,1,31-10-2011 15:30,18.0,12522,Germany,18.0
8007,C574061,22779,WOODEN OWLS LIGHT GARLAND ,-12,02-11-2011 14:18,4.25,12474,Germany,-51.0
8008,574071,23079,TOADSTOOL BEDSIDE LIGHT ,2,02-11-2011 14:57,8.95,12654,Germany,17.9
8009,574071,23439,HAND WARMER RED LOVE HEART,12,02-11-2011 14:57,2.1,12654,Germany,25.2
8010,574071,22867,HAND WARMER BIRD DESIGN,12,02-11-2011 14:57,2.1,12654,Germany,25.2
8011,574071,22138,BAKING SET 9 PIECE RETROSPOT ,3,02-11-2011 14:57,4.95,12654,Germany,14.85
8012,574071,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,02-11-2011 14:57,4.95,12654,Germany,14.85
8013,574071,22423,REGENCY CAKESTAND 3 TIER,1,02-11-2011 14:57,12.75,12654,Germany,12.75
8014,574071,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,02-11-2011 14:57,1.65,12654,Germany,9.9
